season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43
1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8
2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298
2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,192,386,578
1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34
2,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,17,73,90
1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
3,0,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215
2,1,5,9,0,1,1,2,0.5,0.4848,0.82,0.2239,61,289,350
2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495
2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315
3,0,9,13,0,4,1,2,0.66,0.6061,0.83,0.194,38,155,193
3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270
2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7
2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19
1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22
1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6
2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350
4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233
1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
2,0,5,21,0,2,1,1,0.54,0.5152,0.88,0.2537,23,151,174
1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5
2,1,5,3,0,3,1,1,0.56,0.5303,0.83,0.0896,0,6,6
4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3,28,31
1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15
4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470
4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28
1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6
1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1
2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390
2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14
1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217,246
3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51
1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2
3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209
2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8
4,0,11,17,0,2,1,3,0.44,0.4394,1.0,0.0896,4,161,165
1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3
3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,35,198,233
1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52
4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156
1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108
2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206
4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114
2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5
4,0,11,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167
3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489
2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,7,145,152
1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6
3,0,9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,14,112,126
1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11
2,1,5,21,0,5,1,1,0.6,0.6212,0.4,0.0,49,209,258
3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51
2,1,5,6,0,5,1,1,0.44,0.4394,0.77,0.1343,14,168,182
2,1,5,7,0,1,1,3,0.56,0.5303,0.88,0.2985,7,146,153
4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245
4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0.0,4,31,35
2,1,5,21,0,1,1,1,0.62,0.6061,0.69,0.0896,31,210,241
2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163
1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47
3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250
1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55
1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26
4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,318
1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161
4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93
4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376
2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1
1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25
1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,40,70,110
2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192
1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224
3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32
1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,0,3,3
1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62
3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465
1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26,45,71
1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181
2,1,5,7,0,5,1,1,0.42,0.4242,0.5,0.2537,6,345,351
3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551
2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486
1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18,20
1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,49,313,362
1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7
2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,1,11,12
3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472
1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4
1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126
2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482
3,0,9,12,0,4,1,2,0.66,0.5909,0.94,0.2239,17,85,102
3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123
2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107
2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55
2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136
2,1,5,1,0,4,1,1,0.6,0.5606,0.83,0.1642,12,16,28
3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171
2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279
2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404
4,0,11,6,0,6,0,1,0.26,0.2424,0.6,0.2537,3,20,23
4,0,11,10,0,6,0,1,0.32,0.303,0.53,0.2537,56,171,227
2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7
1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1
2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248
4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168
1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154
1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113
4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4
1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71
1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99
1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19
2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,259,388,647
2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212
2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17
2,0,5,2,0,1,1,2,0.44,0.4394,0.77,0.2239,16,19,35
2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11
4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141
1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422
2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,51,119,170
2,0,5,22,0,3,1,1,0.52,0.5,0.83,0.0,14,103,117
4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144
1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0.0,1,14,15
2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,45,213,258
3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227
3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86
2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410
1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240
3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,22,434,456
1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686
3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308
1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10
3,0,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230
3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27
4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48,111,159
1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86
2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7
3,0,9,16,1,1,0,2,0.68,0.6364,0.79,0.2836,92,192,284
1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101
3,0,9,7,0,1,1,1,0.58,0.5455,0.83,0.0,12,300,312
2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165
3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,3,21,24
1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48
2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32
1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62
2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333
2,1,5,11,0,0,0,1,0.66,0.6212,0.36,0.3284,258,323,581
2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137
2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311
1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260
2,1,5,18,0,0,0,2,0.62,0.6061,0.61,0.194,131,332,463
4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44
1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90
4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235
1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,0,18,18
4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475
2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,75,204,279
1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42
1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190
1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156
1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230
1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24
3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17
2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264
3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282
1,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28
3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,39,472,511
1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274
2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62
2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274
1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206,228
1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33
3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,101
1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155
4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275
1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6
2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82
4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27
3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6
1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191
2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,13,27,40
3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613
4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168
1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0.0,15,79,94
2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,1,15,16
1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288
1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3
1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183
2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153
1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498
1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110,121
2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693
2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147
1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279
2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34
4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8
1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24
1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12
1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20
1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12
2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78
4,0,9,16,0,5,1,3,0.62,0.5455,0.94,0.0,5,51,56
1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12
3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5
1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62
2,1,5,1,0,3,1,2,0.6,0.5758,0.78,0.2537,3,11,14
2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30
2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,0,5,5
2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2
1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12
2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88
2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2
1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0,80,235,315
3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343
1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49
2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164
2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2
2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263
3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176
1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3
4,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,86
4,0,11,2,0,6,0,1,0.3,0.2727,0.52,0.3284,7,24,31
1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221
4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151
4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82
3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14
3,0,9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,0,5,5
2,1,5,23,0,0,0,1,0.52,0.5,0.77,0.194,22,80,102
1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
4,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1343,20,297,317
1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219
3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127
2,1,5,12,0,6,0,1,0.72,0.6667,0.58,0.1045,220,330,550
2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4
2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53
1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38
1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95
4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102
1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147
2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198
4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155
1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58
2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46
2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12
4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0.0,13,150,163
1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315
1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39
2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353
1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1
2,1,5,11,0,5,1,1,0.62,0.6212,0.43,0.0,109,225,334
3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43
4,0,11,9,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233
1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180
4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67
4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143
1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642,5,40,45
1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86
4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127
3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,5,64,69
1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26
1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9
3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187
3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134
1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4
2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154
1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585
1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91
1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161
2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323
2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563
4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162
1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41
3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547
3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38
2,1,5,22,0,5,1,1,0.56,0.5303,0.52,0.3284,57,194,251
1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4
1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,28,149,177
4,0,12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,33
2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,5,37,42
3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35
1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192
1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210
